"","Control1","Control2","Control3","M1","M2","M3"
"Papolg",1.722926,2.864326,3.503266,2.295443,2.030889,2.731318
"Stk10",2.571034,2.845238,3.486954,2.335424,2.163281,3.950109
"Gm10428",0,0,0,0,0,0
"Smim23",0,0,0,0,0,0
"Clasp2",9.425575,9.845484,12.892678,8.435923,10.057684,12.470383
"Spg11",1.497207,1.926368,2.567298,1.386915,1.324933,2.008802
"Ppa1",95.008553,64.978165,65.353043,62.830513,118.551285,78.715446
"Eaf1",8.064179,7.711576,7.773887,8.093853,7.233471,7.48867
"Mettl6",2.654163,4.04991,4.628617,4.89727,3.366707,3.266873
"Sh3bp5",24.57298,31.902464,22.57239,17.53164,15.748469,21.453678
"Capn7",10.097261,11.525117,16.631363,10.3523,8.078999,8.846565
"Plcb4",12.005694,10.063324,17.350305,10.942533,8.676856,11.629424
"Arhgef3",11.788189,16.140412,13.501714,8.848086,7.04585,13.504511
"Asb14",4.342914,4.172418,4.968478,2.895492,5.640117,3.720249
"Vmn2r40",0,0,0,0,0,0
"A530084C06Rik",0,0,0,0.007006,0,0
"Rps13",286.302636,448.554598,189.494773,351.911015,273.036224,313.05363
"Rcor1",4.568276,5.695269,5.523161,3.960882,3.42555,4.961071
"H2afz",73.310172,87.526113,60.312164,92.476932,76.293918,89.002001
"Pcdh18",1.532045,1.831463,2.7231,1.537327,1.51406,1.94131
"Wdr19",0.627044,1.31382,1.746444,0.867743,0.528394,1.131762
"NewGene_663",0,0,0,0,0,0.32917
"NewGene_661",0.223784,0.16618,0.413796,0.187855,0.09095,0.215323
"NewGene_660",0,0.029448,0,0.196532,0.274094,0.143534
"NewGene_666",0,0.585753,0,0,0,0
"NewGene_664",0.049911,0.02717,0.120626,0.56485,0.107544,0.168946
"NewGene_668",0.350708,0,0,0,0,0
"Gm13694",0,0,0,0,0,0
"Gm13871",0,0,0,0,0,0
"9530077C05Rik",0.193497,0.246951,0.350118,0.169197,0.18072,0.273476
"Arsi",1.053186,0.472781,1.813831,1.132308,0.867961,1.369625
"Gm21976",0,0,0,0,0,0
"Serpina1b",5.78876,3.857503,6.800591,2.68139,4.391426,5.535378
"Serpina16",0,0,0,0,0,0
"Srsf3",37.957083,53.895969,37.48638,58.06265,36.709718,47.390124
"Gm49383",0.235239,0,0,2e-06,3.3e-05,0
"Arhgef10",4.342194,4.571222,6.410821,3.941464,3.640189,5.693996
"Serpina1d",0.824507,0.412297,1.033429,0.33413,0.596846,0.918926
"Otof",0.017218,0.01093,0.026944,0.027182,0.039695,0.096849
"Tmem65",32.021816,21.682898,32.748981,19.740833,33.154709,23.16972
"Borcs7",7.367496,7.058433,9.014569,9.056517,8.674356,7.504735
"Etfdh",186.590855,56.749043,92.659958,45.181446,197.302948,113.612534
"Serp1",59.779408,56.78376,41.943775,44.683517,31.133188,37.346001
"Spag9",16.204642,15.773528,27.050938,15.280176,16.087305,15.572116
"Tm4sf4",0,0,0,0,0,0
"Tm4sf1",25.77363,32.607646,21.172204,23.379707,25.433521,28.094358
"Wwtr1",16.147657,20.6373,26.933931,16.13881,12.734923,16.819573
"Prpf8",22.847527,22.01403,34.239132,18.596478,20.159348,29.257553
"Nme2",189.072735,177.729522,135.767586,185.732517,209.029297,187.835605
"Ppid",23.722538,27.569996,30.25724,28.153676,20.442155,19.605729
"Tsc22d2",4.152765,4.204102,5.104175,4.031172,3.283844,3.891544
"Gm8094",0,0,0,0,0,0
"Gm17542",0,0,0,0,0,0
"Yy2",0.24202,0.059414,0.118325,0.157635,0.155081,0.083024
"Gm28635",0,0,0,0,0,0
"Vmn1r29",0,0,0,0,0,0
"Gpr62",0.026679,0.034303,0.07377,0,0.040188,0.073654
"Atp5o.1",0,0,0,0,0,0
"Clec1b",0.138835,0.097226,0.114715,0.258215,0.105927,0.151147
"Clec12b",0,0,0.223705,0.104414,0.088823,0.250719
"Clec2d",54.028427,77.297768,39.790443,49.926041,32.821396,44.66024
"Cd69",0.207785,0.316021,0.755304,0.395451,0.141415,0.660771
"Clec2e",0.157977,0.136617,0.153719,0.063361,0.091302,0.06861
"Klrb1f",0.107006,0.112312,0.198032,0.146095,0.214018,0.167681
"Klhl36",3.010768,3.230207,1.541875,2.6626,2.416175,3.351847
"6430548M08Rik",3.224514,3.576669,3.79223,2.580934,2.95792,4.25509
"Crispld2",11.923372,23.104367,11.74994,8.789202,7.302056,12.038069
"Usp10",16.580305,14.33188,15.881934,13.528046,13.327463,14.228597
"Cotl1",26.932564,40.194946,17.944096,26.24297,13.44745,39.801353
"Babam1",35.58819,37.436409,33.572802,36.14491,41.103024,39.197741
"Gins2",1.973332,3.24947,2.848849,5.004413,5.754239,5.797359
"Gse1",3.760055,4.547031,3.47634,1.817227,2.165298,2.481305
"Zdhhc7",13.037282,14.287042,10.522456,14.994257,17.225855,16.535578
"Golga4",9.878578,11.557187,12.004961,8.997741,9.153022,8.465216
"Txndc8",0,0,0,0,0,0
"Gm42878",0,0,0.527842,1.1304,0,0
"Zfp683",0.149486,0.134022,0.093663,0,0,0
"Gmeb2",3.064978,3.576684,3.460709,3.216937,2.920828,3.88945
"Dsel",2.033577,2.451595,4.413075,3.70781,1.291566,2.93464
"Hoxb5",1.235992,1.251919,1.267229,1.63072,1.488035,0.930015
"Tmem117",2.069042,1.522385,2.13135,0.883807,1.394305,1.145735
"Luzp2",0.190381,0.194717,0.291622,0.138343,0.250324,0.136108
"Abi3bp",4.907345,3.827539,9.141583,1.979456,1.88591,6.177978
"Jrkl",2.140919,2.563971,2.267905,2.088625,1.631097,1.352836
"Sh3glb2",38.629343,45.591601,40.83357,58.194785,57.041546,54.108909
"Hspa5",155.354523,189.259251,166.444954,133.450409,98.306917,156.095063
"Kynu",0.131917,0.165038,0.155838,0.085703,0.209766,0.047334
"Gapvd1",6.089787,8.023946,10.052037,8.119317,6.780204,9.156728
"Psmd5",8.628602,10.125764,10.88038,8.948356,7.921567,9.754131
"Pcdhac2",1.252438,2.499326,3.38121,0.615845,1.573639,0.941744
"Ispd",1.223863,1.877042,1.983163,1.403873,0.918119,1.37742
"Dchs2",0.007464,0.080973,0.03171,0.023046,0.026867,0.036266
"Ppp2r3a",12.22918,10.104396,15.992063,8.182319,9.823809,9.792323
"Arl11",1.250105,2.126581,0.959314,1.007352,0.408059,2.100236
"Olfr1412",0,0,0,0,0,0
"Tipin",3.819468,6.343866,5.695927,8.569811,3.931505,7.696363
"Pid1",6.88947,5.97837,13.15896,12.638756,6.574714,11.442223
"Plekha7",1.129501,1.651306,1.078152,1.186834,0.735036,1.344174
"Mapk6",8.725324,9.159917,20.654957,23.022943,13.071575,16.234608
"Jph1",7.87447,6.926213,12.467373,8.222887,11.346457,9.433374
"Fam216b",0,0,0,0,0,0
"Npl",6.068615,7.313936,8.813909,10.012018,6.41702,10.146556
"Pcdhb10",0.092751,0.146227,0.219115,0.14919,0.135364,0.342275
"Selenok",44.265358,53.384592,38.858612,54.273434,47.737518,48.058617
"Garem1",0.988376,1.274976,0.720759,0.289462,0.434128,0.692312
"Sf3b1",20.947793,26.903314,31.74886,22.436781,20.211672,19.817341
"Ccdc150",0,0.012315,0,0,0,0
"Hspd1",180.979399,132.046003,163.520313,114.396036,176.57641,140.357733
"Ppp1r21",6.735668,7.248483,8.765983,6.680914,5.827312,8.040897
"Slc39a10",5.408213,6.407004,8.52095,6.312897,3.323474,5.882227
"Inka2",1.80953,1.881954,2.99704,1.985531,2.570539,2.403139
"Sprr1b",0,0,0,0,0,0
"Neurod1",0,0,0,0,0,0
"Dnaic2",0.014704,0.063129,0.154958,0.067377,0.018528,0.084526
"Gns",46.080441,50.167639,63.477002,48.577003,52.684739,63.575879
"Tmx1",18.984072,20.555523,25.120296,19.838203,15.941913,17.46743
"Bdkrb2",0.488929,0.27574,0.479635,0.223166,0.415087,0.390976
"Trim9",0,0.048402,0.314772,0.330887,0.121973,0.131127
"Actr10",11.52661,11.652386,13.157954,10.953321,11.296775,12.314865
"Krt34",0,0,0,0,0,0
"Chchd4",7.120957,6.09628,4.983074,7.562794,9.307766,6.282749
"Tomm20l",0,0,0,0,0,0
"Timm9",24.075451,17.748274,15.839759,28.324269,31.12533,22.591278
"Gpc2",0,0.011265,0,0,0.116008,0
"Prkab1",25.033061,18.503123,14.962118,16.652769,18.723546,19.028371
"Ulk1",14.087525,13.594011,10.527532,9.597381,12.141593,11.910989
"Ankrd7",0,0,0,0,0.03212,0
"Cit",0.208747,0.127373,0.088744,0.140553,0.171375,0.328667
"Rab35",15.227573,16.519041,17.439467,14.95913,15.919344,17.370288
"Exd2",5.857939,7.632941,8.122555,6.491108,6.451619,6.882394
"Kank1",5.080633,5.68004,7.729443,7.175544,4.576394,7.924558
"Mapk8ip3",6.513844,9.519125,6.119064,9.10911,9.140848,9.204099
"Spsb3",7.866677,6.29475,4.648428,5.779495,9.648983,7.344082
"Adh1",38.191578,40.292042,52.955139,54.468639,37.706127,59.283752
"Adh6b",0,0,0.026047,0,0,0.081632
"Jpt2",5.645186,8.026744,7.713875,5.293436,3.259235,7.307657
"C3",142.569824,109.637032,215.72052,158.550003,132.858047,264.143188
"Ift140",2.182664,2.543687,3.604779,2.677899,2.049771,3.035638
"Tmem204",18.225996,16.700972,15.675766,16.143458,20.638121,18.463404
"Insm1",0,0,0,0,0,0
"Arel1",7.476125,7.067527,9.917691,6.82442,8.040993,10.468046
"Grap2",0.28568,0.353918,0.364311,0.224334,0.128965,0.394674
"Frem3",0,0,0,0,0,0
"Gnl3",11.523362,12.042647,15.706973,14.831818,12.015674,12.264701
"Gjb5",0.094656,0,0.058436,0.124082,0.045339,0.081862
"Osbpl6",2.424915,1.52851,2.812304,1.614625,2.033072,1.213788
"Mib1",5.726614,6.5235,8.765545,6.195625,5.09285,4.936407
"Rock1",6.251648,6.246054,8.171834,6.861272,4.0907,4.332118
"Esco1",4.635614,5.049923,4.389741,3.852595,3.387799,2.014526
"Cyp4f14",0.148826,0.197499,0.325492,0.185121,0.168509,0.221682
"Adamts10",2.548232,5.083636,2.875376,3.491697,3.459102,3.237035
"Zfp871",3.170659,4.869328,4.431817,3.014464,2.425636,3.122234
"Aqp5",6.782407,27.326588,17.505769,12.360656,12.489814,11.756148
"Kcnj4",0,0.026735,0,0.108167,0.018374,0.020803
"Ubtfl1",0,0,0,0,0,0
"Olfr1094",0,0,0,0,0,0
"NewGene_2369",0.35825,0.119299,0.176367,0.1913,0,0
"NewGene_2360",0,0,0,0.14606,0,0.367658
"NewGene_2364",0,0,0,0,0,0.301991
"Ighmbp2",1.019407,1.381415,0.856716,1.188707,0.98552,1.411134
"Msh4",0,0,0,0,0,0
"Pola2",3.40786,4.64056,5.521283,4.141872,4.124326,5.30196
"Coro1b",65.824471,83.231236,71.393318,78.638423,80.386063,81.204536
"Dmrt1",0,0,0,0,0,0
"Hadhb",784.545692,240.554543,342.841772,277.383696,845.355173,604.371182
"Rap2a",5.751371,6.301916,7.008451,4.877519,4.766129,6.651619
"Krt9",0,0,0.006951,0.01475,0,0
"Olfr112",0,0,0,0,0,0
"Opn5",0,0,0,0,0,0
"Ubqln3",0,0,0,0,0,0
"Pabpc2",0,0,0,0,0,0
"Prss36",2.53331,4.150032,2.663705,7.277665,5.185144,5.34154
"Abcc6",0.081613,0.092248,0.018062,0.02663,0.045896,0
"Nomo1",24.386082,24.012501,26.365107,23.863123,26.677433,30.101675
"Itgal",1.211058,1.967865,1.747203,1.161222,0.510442,3.783196
"Ush1c",0,0,0,0,0,0
"Sergef",2.14741,4.282576,2.191452,3.207796,2.381774,3.815704
"Rprd1a",4.053498,3.775163,4.816266,3.331198,3.469397,3.556459
"Spns2",23.779934,47.642352,10.437197,15.824984,13.088863,18.551352
"Slc26a10",6.167469,4.302869,2.636312,5.835852,7.460413,6.604252
"Btc",0.906403,1.546823,1.946846,1.338569,1.07373,0.836202
"Ckap4",6.117581,7.34225,7.225992,6.966403,4.184093,8.625775
"Vat1l",2.4794,2.205252,5.382812,6.615239,5.482417,5.50615
"Il1f10",0.407421,0.093904,0.185995,0.05424,0.150669,0.823538
"Spesp1",0,0,0,0,0,0
"Lamc2",3.148923,6.223002,5.729325,4.761647,2.146509,3.889138
"Lamc1",17.94624,28.203639,42.886524,40.941841,19.375487,46.557926
"Glul",490.38725,370.577122,739.700518,648.168356,545.89493,676.054664
"Mr1",10.218598,14.702375,22.440042,15.576518,9.864576,14.273401
"Stx6",9.766701,11.244609,8.740757,10.324563,9.253242,11.994232
"Rgs16",1.492946,1.789291,8.861229,17.002726,4.018376,2.584388
"NewGene_1182",0,0,0,0,0.131805,0
"NewGene_1180",0,0.139384,0,0,0,0
"NewGene_1187",0,0,0.167613,0,0,0
"NewGene_1184",0,0,0.237557,0,0,0
"NewGene_1185",0.215957,0.46788,0.195214,0.122019,0.292434,0.258029
"NewGene_1188",0.350708,0,0,0,0,0
"NewGene_3973",0.11182,0.085955,0,0,0,0.101772
"NewGene_3972",0,0,0.127001,0.162915,0,0.11085
"Coq8b",11.090833,11.372154,10.610329,16.766563,13.511043,16.641323
"Olfr59",0,0,0,0,0,0
"Bcl2l1",20.377984,24.620948,18.015629,22.417391,21.406804,24.598635
"Chdh",9.205616,9.63727,14.144449,7.777136,9.436686,9.362158
"Actr8",12.988493,14.326365,17.027057,13.722565,13.946523,14.41734
"Cav1",288.953847,305.46855,741.361649,503.691187,391.027234,526.751443
"Gabrb2",0,0.019535,0,0.014294,0,0.049512
"Gm26992",0.442507,0.355414,1.504873,0.488374,0.272903,0.445308
"Gm10251",0,0,0,0,0,0
"Gm15140",0,0,0,0,0,0
"Fsbp",0.098823,0.16027,0.163421,0.128364,0.137279,0.124666
"Btbd35f20",0,0,0,0,0,0
"Art2a-ps",0,0,0,0,0.107058,0.510515
"NewGene_394",0.48399,0.629576,0.597215,0.79923,0.886853,0
"St6galnac1",0,0,0,0,0,0
"Apobec3",6.39722,11.218663,6.346017,5.441727,3.536955,6.407041
"Odam",0.143458,0.329832,0,0,0,0
"Selenon",8.165825,10.969071,12.878748,8.848943,5.944366,12.92096
"Tgfbr3l",0.492949,0.437464,0.083995,0.359387,0.640007,0.393533
"Olfr1117-ps1",0,0,0,0,0,0
"Gm20431",0,0,0,0,0,0
"Olfr402",0,0,0,0,0,0
"Bmp8b",0.452819,0.039757,0.051196,0.052966,0.330632,0.251356
"Slc9a6",8.193423,8.21276,12.850352,9.646397,9.30145,10.552025
"Nkap",3.281733,4.753914,5.265124,4.255231,3.341728,3.417963
"Tmem241",2.800182,2.36473,3.223948,2.063222,3.040078,3.48076
"Gabra1",0.028465,0.040918,0.073939,0.007802,0.011977,0.027244
"Crhr2",3.641966,3.448112,2.545233,2.190764,4.617271,3.623261
"Inmt",27.099613,41.245296,40.06398,30.254179,33.986298,71.228386
"Cox6c",577.947104,381.096442,266.017332,502.987649,715.64272,416.841297
"Gm5414",0,0,0,0,0,0
"Zfp14",0.95743,1.289415,1.720599,1.677069,1.254859,1.12067
"NewGene_5986",0.608294,0.819569,0.583329,0.80152,0.671952,0.342106
"NewGene_5984",1.036221,1.011716,0.811719,1.282748,0.617087,0.637665
"NewGene_5985",0,0,0,0,0.076929,0.164585
"NewGene_5982",1.894538,2.05252,1.451939,1.302198,1.779976,1.128085
"NewGene_5980",0,0,0.167613,0,0,0
"NewGene_5981",0,0,0,0,0,0.164585
"NewGene_5988",0,0,0,0,0.373969,0
"NewGene_5989",0.14554,0.264992,0.263195,0.139963,0.121873,0.288368
"Olfr681",0,0,0,0,0,0
"Gm20834",0,0,0,0,0,0
"Cypt14",0,0,0,0,0,0
"Gm5478",0,0,0,0,0,0
"Khdc3",0.453902,0.217364,0.017948,0.148812,0.344736,0.119645
"Bcl10",12.262639,18.245499,13.20096,14.014701,11.756032,14.974631
"Krtap16-3",0,0,0,0,0,0
"Fam240b",0,0,0,0,0,0
"Med25",17.131123,20.272078,12.604558,16.995923,18.162728,20.572194
"Gm11758",0,0,0,0,0,0
"Gm21852",0,0,0,0,0,0
"Pnkp",10.597823,11.235821,7.47521,9.808208,9.776381,10.133984
"Fam13a",41.964981,35.696716,68.119429,35.20261,55.771149,39.260853
"Spag6",0,0.302606,0,0.060672,0.06172,0.067294
"Cd81",184.371822,256.844946,156.40922,176.415079,159.622127,205.378908
"Tecta",0,0,0,0.004325,0,0
"Lzts3",1.44166,1.873064,2.033339,1.503441,1.281104,1.818644
"Rcn3",19.953569,21.948737,35.974752,30.798271,19.080421,49.059616
"Dyx1c1",0.164798,0.454785,0.887183,0.659093,0.170317,0.3756
"Olfr1248",0,0,0,0,0,0
"Hmgxb3",3.075185,3.613878,4.206484,2.758539,2.838802,3.681644
"Timp2",81.386002,79.235487,126.65786,69.034966,47.487392,132.269333
"Scgb1b18",0,0,0,0,0,0
"NewGene_1606",0,0,0,0,0,0.32917
"NewGene_1602",0.846896,0.960191,0.608503,0.432544,0.882264,0
"Stx5a",18.93791,28.093317,19.524504,19.963293,18.748021,22.580969
"NewGene_3111",0,0.047507,0.336273,0,0.041631,0.120819
"NewGene_3110",0,0.087906,0.077237,0,0.156754,0
"NewGene_3117",0,0,0.138477,0.112858,0.262131,0.051683
"NewGene_3116",0,0,0,0.336662,0,0
"NewGene_3115",0,0.48794,0.077178,0.290981,0.225259,0.105074
"NewGene_3119",0.155093,0,0.381237,0.881908,0.549774,0.523104
"NewGene_3118",0,0,0,0.134474,0,0
"Prkd2",6.330577,7.93107,8.969638,6.908569,6.600517,7.966378
"Hectd2",0.797933,0.812905,1.108348,1.527256,0.795896,0.572841
"Otop2",0,0,0,0,0,0
"Chrnb1",3.83403,8.621608,4.868803,5.612658,5.700776,4.781676
"Gm20671",0,0,0,0,0,0
"Gm20695",0,0.083403,0,0.134455,0,0.058387
"Tardbp",16.881769,21.620585,28.692715,27.006619,20.566575,23.379565
"Rpl21",41.960806,39.726379,34.447323,39.804214,25.650307,37.997421
"Zfp157",0.846073,1.462384,1.231397,1.04435,0.615194,0.903886
"Trpv5",0,0,0,0,0,0
"NewGene_5618",0.42085,0.240957,0.101584,0.065471,0.178202,0.320811
"NewGene_5619",0,0.216364,0.201206,0.215608,0.261133,0
"Gtdc1",3.993899,5.216801,5.693552,4.027396,3.829698,4.755851
"NewGene_2645",0.10872,0,0,0,0,0.49211
"Ndor1",0.008091,0,0,0,0,0
"Ehmt1",5.387208,7.748541,6.612938,6.177542,5.172578,6.052712
"Rap2b",2.130373,2.805295,3.221964,3.145027,2.443962,3.154787
"NewGene_2641",0.202974,0.048048,0,0.198263,0.34472,0
"C1qc",45.639507,54.478039,74.387505,58.557739,31.275318,107.31041
"Zfp579",3.555317,5.663557,2.138142,5.380748,4.478605,4.185493
"Pusl1",3.878945,5.364613,3.586295,4.710062,5.270074,5.322985
"NewGene_3112",0,0.103898,0,0.092684,0,0
"Cldnd1",18.196527,21.436936,17.505901,16.069171,15.533044,19.158322
"St3gal6",25.965687,21.354636,41.371931,25.221843,27.173417,23.904588
"Cpox",5.746939,6.650017,5.790999,4.53912,3.731618,5.571342
"Tbc1d23",6.774711,8.112032,10.724569,7.475307,6.201959,7.002935
"Cmss1",9.857958,10.626673,9.057669,9.680216,9.983636,8.927859
"Olfr1375",0,0,0,0,0,0
"Zfp105",0.530599,0.761081,0.99976,0.83956,0.370561,0.783049
"Zfp329",0.851073,0.947471,0.850521,1.05905,0.811552,0.554906
"Camk2b",6.851975,3.778599,4.831734,3.607916,6.712494,6.141609
"Rtn4",188.011373,133.853791,156.115451,136.662106,182.010769,160.481323
"Drg1",28.983332,34.331455,34.835903,30.613085,28.794262,37.198532
"Ogdh",317.89055,128.618462,182.118978,123.590205,336.778474,268.552194
"Trim11",4.844612,7.51181,4.454432,6.587941,6.98128,6.921254
"Eif4enif1",7.764939,9.155204,11.506089,6.975905,8.340256,9.181307
"Patz1",3.010213,4.51888,4.457988,4.405332,3.86039,5.198607
"Limk2",5.662134,9.256846,6.638276,7.60714,5.883514,7.484709
"Vmn2r112",0,0,0,0,0,0
"Gm5798",0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0
"Gm3526",0.035472,0.022504,0.021311,0.027487,0.021541,0
"D630039A03Rik",0.60841,1.798808,0.785,1.136853,0.487723,0.892656
"Psg23",0,0,0,0,0,0
"Ndufs2",385.329651,208.091364,222.410522,205.199415,447.203552,341.995789
"Ttc27",3.800722,4.837348,4.942116,3.808426,2.726666,4.391618
"Exo5",2.501298,3.960515,3.452418,3.185756,1.80703,2.612995
"Poll",4.886677,5.367381,3.868531,4.411578,5.797698,5.29916
"Fgf8",0.079159,0.175175,0,0,0,0
"NewGene_4569",0.726884,0.575734,0.509912,0.660996,1.259415,0.531012
"Sfxn3",7.239926,10.343586,8.236546,6.576632,5.440581,8.53046
"Kazald1",2.048701,1.983034,0.964386,2.62344,2.78466,2.024565
"Mrpl37",37.268127,28.870651,31.496231,29.298481,42.387306,37.195583
"Lbx1",2.463862,2.588549,1.656209,2.278481,4.421448,3.074177
"NewGene_4562",0.859001,0.440176,0.276055,0.195388,0.354594,0.135898
"Col9a2",1.502864,5.217498,1.981754,2.098353,1.066787,3.173302
"Tlx1",0,0,0,0,0,0
"Usp6nl",2.406432,3.399062,3.475774,2.201286,2.305734,2.314451
"Pigk",7.86284,8.034766,10.949824,8.917663,7.701222,9.548798
"Pkmyt1",1.239729,2.306386,1.787458,2.502816,2.188709,2.816969
"Arpin",6.33793,7.758403,8.017034,6.563955,6.642701,8.416793
"Adrm1",53.321674,57.645771,47.54195,59.869534,63.224022,67.161461
"Hcfc1r1",64.52354,67.7898,60.154948,70.475837,83.014428,76.714257
"Tnfrsf12a",16.543873,14.981841,21.271312,25.806383,14.308772,24.281712
"Cldn6",0.181949,1.15092,1.775266,2.377544,0.88929,1.499126
"Foxred1",27.306623,15.071011,17.631946,15.868445,33.624698,23.871139
"Mmp25",0.07207,0.059315,0.033278,0.008375,0,0.09705
"Chrac1",25.13895,28.61401,26.732832,27.199118,34.049623,33.034042
"Rnase13",0.137601,0.217804,0.041666,0.218949,0.125177,0.097679
"Cep152",0.525971,0.542255,0.536462,0.543142,0.483321,0.479346
"Gm7247",0,0,0,0,0,0
"Sccpdh",21.398728,17.837284,26.122563,27.16359,22.430935,21.296084
"Rccd1",1.030359,1.673669,0.959865,2.144274,1.306041,1.574916
"Tcfl5",0,0,0.045096,0,0,0
"Prkag1",35.926126,32.389066,33.349869,31.08879,38.680962,37.620232
"9130023H24Rik",1.458958,1.557011,1.61877,1.205549,1.269132,1.730469
"Lpar5",0.53293,0.451651,0.405821,0.090494,0.130465,0.713571
"Atp11c",4.129264,3.751983,6.984705,4.682296,3.456587,3.305771
"Vmn1r224",0,0,0,0,0,0
"Serpine3",0,0,0,0,0,0
"Gm17545",0,0,0,0,0,0
"Olfr618",0,0,0,0,0,0
"Olfr619",0,0,0,0,0,0
"Olfr615",0,0,0,0,0,0
"Ptch1",2.885699,3.407609,3.571381,3.322943,2.318906,3.602939
"Fancc",1.651649,1.578733,2.100846,2.392291,1.367507,1.905866
"Auh",61.469986,44.501895,59.829863,49.139224,70.429969,63.299576
"Olfr625-ps1",0,0,0,0,0,0
"Msx2",1.11975,3.016777,3.930137,2.609993,2.25266,2.575593
"Sptlc1",16.507475,17.949488,17.630363,18.985748,14.680529,20.297403
"Gm4305",0,0,0,0,0,0
"Rnf212b",0.112946,0,0.120282,0,0.144907,0.041248
"Purg",2.561877,2.882647,2.12065,1.852924,1.702501,2.018865
"Exoc6",10.484041,7.660403,11.025977,6.364804,8.753894,8.199796
"Defb38",0,0,0,0,0,0
"Krt16",0,0.00805,0,0,0,0
"Slc16a8",0.297209,0.238891,0.15462,0.379297,0.494596,0.326436
"Olfr281",0,0,0,0.00305,0,0.02163
"5730522E02Rik",0,0,0,0,0,0
"NewGene_256",0,0,0,0,0,0.164585
"NewGene_254",0,0,0.167613,0,0,0
"NewGene_255",0.198018,0.426319,0.167981,0.248475,0.281366,0.284103
"NewGene_253",0.136862,0.178292,0.517149,0.536491,0,0.122435
"NewGene_250",0.114292,0.280182,0.222237,0.108125,0.337339,0.144367
"NewGene_258",1.422316,2.727329,2.451296,4.552862,2.791978,1.233373
"NewGene_259",0,0,0,0.134474,0,0
"Ola1",21.653764,21.608039,28.4414,22.359934,17.814256,19.032071
"Sp3",13.900995,15.883913,22.619783,14.583565,10.573491,9.51506
"Cyp3a57",0.328811,0.8976,4.260936,4.1991,0.489124,3.134618
"Meikin",0,0,0,0,0,0
"Acsl6",0.727688,1.049004,0.743544,0.61746,0.707085,0.470761
"Mapk15",0.026789,0,0.02604,0.006964,0.010239,0.04739
"Hcn2",1.466992,0.635218,0.401066,0.323874,1.580417,0.587973
"Atf2",13.510288,10.186693,13.663231,9.657994,11.856116,9.96749
"Olfr2",0,0,0,0,0,0
"Slc22a4",3.908195,4.364513,10.695747,11.868187,4.71494,10.269657
"Zfp354b",0.807434,0.775428,0.917948,0.895581,0.675881,0.510718
"Igf2bp2",0.688018,0.627047,1.521397,0.942008,1.049743,0.91402
"Olfr1474",0,0,0,0,0,0
"Ndn",8.004007,6.826762,8.23847,9.0833,8.455329,8.916202
"Reep4",3.707042,5.587327,4.389599,4.673386,3.589549,4.231444
"Dcpp2",0,0,0,0,0,0
"Tprkb",10.196388,11.656118,12.472198,12.030761,12.165167,10.165334
"Sacs",0.604151,0.526639,0.843658,0.49744,0.583788,0.293646
"Gstm3",0,0,0,0,0,0
"Syngr2",55.380708,75.223049,51.263586,53.534523,55.534086,67.191507
"Rbm33",3.352966,4.172854,4.379504,2.899979,3.500479,3.247878
"Gstm5",26.214734,27.150311,25.267546,32.352213,30.455069,33.805808
"Brinp2",0.042856,0.006353,0,0.020722,0,0.009729
"Clec18a",0.111286,0.077677,0,0.062805,0.062098,0.157083
"AW554918",0.732771,1.276132,1.558427,0.675839,0.778568,1.057823
"Nat8f2",0.592252,1.088359,0.483139,0.163275,0.230748,0.124798
"Vps26b",10.910237,14.512935,15.62929,12.38625,10.831182,15.376028
"2310022B05Rik",7.091898,9.297688,8.390892,8.524041,6.920277,10.144756
"Arv1",1.703826,2.596633,2.694497,1.817806,2.548273,1.991908
"Capn9",0,0.096373,0.186627,0.117968,0.177568,0.252105
"Agt",13.482421,20.791775,17.156107,10.27671,5.274587,13.378701
"Egln1",52.888657,33.215168,43.476948,34.267044,58.067223,41.604382
"Sprtn",3.925512,4.55512,4.879054,4.619385,3.672029,3.697488
"Gnpat",64.223987,48.659024,64.812293,50.38235,80.175269,69.285303
"2810004N23Rik",9.869887,10.290525,12.107738,11.828017,7.976278,10.171446
"Thap4",7.514326,6.14254,4.801307,4.292629,5.577749,5.579877
"Bok",4.853414,6.655776,2.408131,6.407578,3.844917,6.172661
"Yif1b",45.31507,33.760896,25.166322,27.859928,53.007673,42.433052
"Rasgrp4",0.41712,0.531266,0.770568,0.710618,0.621352,1.203201
"Dpf1",0,0.115216,0.054307,0.22827,0.038474,0.095375
"Capn10",3.995227,4.552277,3.106408,3.40068,3.13447,4.265964
"Mterf4",11.206279,8.052797,7.678434,6.373839,11.159386,7.441909
"2200002D01Rik",1.168696,2.435416,0.51874,1.919218,0.828179,0.988293
